row,col,hsa,hs,ha,thsa,ths,tha
42,33,45,33,12,158,126,32
43,33,14,11,3,19,15,4
44,33,49,47,2,139,136,3
45,33,3,3,0,6,6,0
46,33,2,2,0,12,10,2
48,33,648,648,0,1550,1408,142
49,33,409,364,45,1434,1298,136
50,33,36,35,1,90,86,4
51,33,11,11,0,16,14,2
53,33,9,0,9,48,5,43
55,33,9,2,7,16,9,7
56,33,2,1,1,11,9,2
57,33,2,1,1,32,30,2
58,33,153,153,0,286,230,56
59,33,39,22,17,103,55,48
60,33,46,9,37,166,63,103
61,33,8,3,5,18,10,8
62,33,16,9,7,94,71,23
1,34,13,11,2,25,23,2
2,34,1019,990,29,2764,2723,41
3,34,1747,1590,157,4733,4482,251
4,34,225,197,28,533,488,45
5,34,602,522,80,1498,1380,118
6,34,1125,1017,108,3328,2787,541
7,34,1796,1598,198,4677,4143,534
8,34,627,544,83,1929,1526,403
9,34,248,209,39,787,601,186
10,34,325,311,14,872,835,37
11,34,105,99,6,281,267,14
12,34,266,252,14,675,634,41
13,34,104,92,12,269,243,26
14,34,338,286,52,1051,939,112
15,34,393,385,8,1051,1025,26
16,34,409,394,15,1018,993,25
17,34,215,210,5,582,567,15
18,34,82,68,14,289,266,23
19,34,63,59,4,165,156,9
20,34,381,366,15,1259,1208,51
21,34,43,43,0,64,53,11
22,34,15,15,0,46,46,0
24,34,96,96,0,355,348,7
25,34,258,258,0,526,520,6
28,34,5,5,0,15,9,6
29,34,2,2,0,4,4,0
30,34,4,2,2,11,8,3
31,34,658,658,0,2261,1866,395
32,34,612,412,200,1904,1624,280
33,34,257,230,27,1068,968,100
35,34,1325,1238,87,3938,3777,161
36,34,1329,1309,20,3620,3568,52
37,34,13,5,8,39,26,13
38,34,9,8,1,51,49,2
39,34,566,521,45,1204,1121,83
40,34,196,113,83,664,475,189
41,34,78,77,1,268,266,2
42,34,104,76,28,463,368,95
43,34,34,30,4,59,53,6
44,34,132,121,11,410,385,25
45,34,6,6,0,23,22,1
46,34,2,2,0,14,13,1
48,34,1832,1832,0,4155,3773,382
49,34,1181,1037,144,3834,3456,378
50,34,148,147,1,305,292,13
51,34,17,13,4,46,33,13
53,34,56,2,54,183,3,180
55,34,18,12,6,39,29,10
56,34,11,9,2,38,35,3
57,34,9,9,0,45,44,1
58,34,446,446,0,787,648,139
59,34,142,79,63,347,214,133
60,34,110,26,84,435,180,255
61,34,7,2,5,26,12,14
62,34,44,27,17,258,200,58
1,35,14,13,1,35,32,3
2,35,1247,1212,35,3335,3284,51
3,35,2471,2264,207,6504,6191,313
4,35,308,267,41,721,668,53
5,35,796,707,89,1850,1722,128
6,35,1273,1152,121,3771,3178,593
7,35,1974,1744,230,5262,4709,553
8,35,680,599,81,2166,1720,446
9,35,256,214,42,831,652,179
10,35,492,481,11,1217,1187,30
11,35,153,151,2,395,383,12
12,35,354,326,28,883,836,47
13,35,175,161,14,401,374,27
14,35,460,421,39,1506,1397,109
15,35,603,590,13,1498,1472,26
16,35,653,633,20,1548,1501,47
17,35,358,350,8,855,833,22
18,35,140,123,17,397,377,20
19,35,84,76,8,210,198,12
20,35,469,427,42,1515,1412,103
21,35,47,47,0,81,67,14
22,35,25,25,0,71,71,0
24,35,144,137,7,427,413,14
25,35,298,298,0,653,644,9
26,35,3,3,0,5,4,1
27,35,9,7,2,23,20,3
28,35,21,21,0,59,47,12
29,35,7,5,2,17,15,2
30,35,7,6,1,27,24,3
31,35,779,779,0,2623,2160,463
32,35,673,460,213,2247,1946,301
33,35,295,255,40,1145,1050,95
34,35,8,8,0,18,18,0
35,35,1371,1292,79,3994,3852,142
36,35,1452,1427,25,3854,3796,58
37,35,13,5,8,31,22,9
38,35,22,19,3,48,44,4
39,35,675,617,58,1432,1331,101
40,35,260,152,108,839,574,265
41,35,100,97,3,383,377,6
42,35,124,78,46,488,376,112
43,35,54,51,3,71,66,5
44,35,156,140,16,473,446,27
45,35,6,6,0,17,17,0
46,35,3,1,2,15,7,8
47,35,7,2,5,11,5,6
48,35,2172,2172,0,4864,4421,443
49,35,1337,1187,150,4483,4079,404
50,35,154,148,6,373,354,19
51,35,16,11,5,48,30,18
53,35,70,5,65,203,10,193
54,35,2,0,2,4,1,3
55,35,15,7,8,39,28,11
56,35,12,9,3,35,31,4
57,35,11,11,0,58,57,1
58,35,535,535,0,957,799,158
59,35,147,81,66,401,248,153
60,35,136,34,102,565,228,337
61,35,4,2,2,36,19,17
62,35,56,35,21,253,196,57
1,36,13,13,0,22,21,1
2,36,788,761,27,2164,2124,40
3,36,1793,1604,189,4776,4465,311
4,36,222,191,31,525,485,40
5,36,413,361,52,1005,937,68
6,36,808,723,85,2401,1986,415
7,36,1286,1146,140,3403,3032,371
8,36,439,372,67,1361,1048,313
9,36,160,136,24,555,433,122
10,36,352,343,9,844,824,20
11,36,104,101,3,265,259,6
12,36,246,235,11,603,572,31
13,36,112,106,6,269,253,16
14,36,306,269,37,1032,927,105
15,36,346,337,9,952,934,18
16,36,407,386,21,1039,993,46
17,36,211,201,10,575,554,21
18,36,97,94,3,268,259,9
19,36,53,48,5,140,133,7
20,36,314,296,18,987,950,37
21,36,41,41,0,73,60,13
22,36,12,12,0,29,29,0
24,36,85,81,4,287,279,8
25,36,210,210,0,472,459,13
28,36,7,7,0,18,14,4
30,36,4,4,0,9,9,0
31,36,458,458,0,1499,1247,252
32,36,422,293,129,1311,1125,186
33,36,222,201,21,775,713,62
34,36,3,3,0,11,11,0
35,36,932,861,71,2592,2460,132
36,36,1002,977,25,2569,2513,56
37,36,11,6,5,29,21,8
38,36,12,12,0,29,28,1
39,36,333,304,29,702,654,48
40,36,135,61,74,424,254,170
41,36,48,46,2,209,205,4
42,36,66,48,18,254,209,45
43,36,28,25,3,41,38,3
44,36,123,113,10,370,351,19
45,36,4,4,0,17,17,0
46,36,4,2,2,8,4,4
47,36,3,3,0,9,5,4
48,36,1306,1306,0,2893,2606,287
49,36,845,734,111,2695,2439,256
50,36,83,79,4,205,191,14
51,36,17,14,3,48,39,9
53,36,45,2,43,115,8,107
54,36,4,3,1,4,3,1
55,36,22,12,10,45,29,16
56,36,10,6,4,33,28,5
57,36,8,7,1,30,27,3
58,36,415,415,0,744,610,134
59,36,112,67,45,279,173,106
60,36,104,28,76,435,193,242
61,36,6,1,5,33,19,14
62,36,25,14,11,156,109,47
1,37,4,2,2,12,8,4
2,37,303,294,9,924,910,14
3,37,699,629,70,1973,1847,126
4,37,114,94,20,293,260,33
5,37,188,173,15,421,400,21
6,37,391,337,54,1349,1048,301
7,37,592,496,96,1680,1384,296
8,37,249,210,39,855,602,253
9,37,83,66,17,352,228,124
10,37,155,150,5,386,371,15
11,37,55,53,2,131,121,10
12,37,99,92,7,242,226,16
13,37,37,34,3,118,112,6
14,37,143,127,16,437,400,37
15,37,168,160,8,392,377,15
16,37,170,160,10,429,414,15
17,37,84,82,2,213,209,4
18,37,27,22,5,99,92,7
19,37,16,14,2,47,45,2
20,37,110,106,4,379,360,19
21,37,8,8,0,19,14,5
22,37,7,7,0,18,18,0
24,37,56,53,3,159,154,5
25,37,128,128,0,260,254,6
28,37,3,3,0,10,9,1
29,37,3,2,1,4,3,1
30,37,2,2,0,4,4,0
31,37,210,210,0,733,600,133
32,37,199,143,56,618,539,79
33,37,81,68,13,352,320,32
34,37,5,5,0,10,10,0
35,37,405,392,13,1205,1172,33
36,37,427,421,6,1143,1127,16
38,37,3,3,0,15,15,0
39,37,209,187,22,428,392,36
40,37,78,32,46,266,163,103
41,37,24,24,0,122,121,1
42,37,33,23,10,131,108,23
43,37,12,11,1,15,14,1
44,37,69,64,5,199,188,11
48,37,639,639,0,1648,1495,153
49,37,392,346,46,1539,1385,154
50,37,45,41,4,130,118,12
51,37,3,2,1,7,5,2
53,37,22,2,20,62,5,57
55,37,7,4,3,16,10,6
56,37,9,9,0,28,28,0
57,37,4,4,0,34,30,4
58,37,135,135,0,267,203,64
59,37,46,29,17,105,71,34
60,37,39,12,27,155,68,87
61,37,2,0,2,18,7,11
62,37,9,6,3,43,34,9
1,38,8,6,2,21,19,2
2,38,923,896,27,2554,2509,45
3,38,1819,1664,155,4902,4629,273
4,38,295,245,50,654,587,67
5,38,444,391,53,1123,1047,76
6,38,1123,1007,116,3613,2941,672
7,38,1713,1500,213,4587,4047,540
8,38,614,529,85,2016,1531,485
9,38,243,193,50,819,595,224
10,38,416,388,28,1045,996,49
11,38,122,110,12,353,321,32
12,38,309,289,20,781,733,48
13,38,145,134,11,322,298,24
14,38,430,369,61,1254,1138,116
15,38,490,482,8,1199,1176,23
16,38,526,512,14,1285,1253,32
17,38,286,282,4,702,685,17
18,38,112,93,19,301,274,27
19,38,67,63,4,153,149,4
20,38,376,350,26,1120,1071,49
21,38,47,47,0,86,69,17
22,38,30,30,0,63,63,0
24,38,121,118,3,433,414,19
25,38,313,313,0,717,696,21
26,38,3,3,0,12,11,1
27,38,12,10,2,26,20,6
28,38,29,29,0,54,51,3
29,38,8,8,0,19,18,1
30,38,9,9,0,23,23,0
31,38,543,543,0,1931,1581,350
32,38,527,369,158,1683,1443,240
33,38,254,226,28,968,881,87
34,38,5,4,1,14,13,1
35,38,987,929,58,2988,2869,119
36,38,1081,1060,21,2883,2833,50
37,38,8,2,6,13,6,7
38,38,9,9,0,27,27,0
39,38,554,482,72,1100,997,103
40,38,183,83,100,599,362,237
41,38,60,60,0,319,319,0
42,38,121,74,47,437,322,115
43,38,39,35,4,68,62,6
44,38,196,183,13,571,548,23
45,38,3,3,0,9,9,0
46,38,4,2,2,17,10,7
47,38,2,0,2,10,4,6
48,38,1865,1865,0,4599,4187,412
49,38,1198,1090,108,4227,3875,352
50,38,134,126,8,364,338,26
51,38,14,11,3,39,32,7
53,38,75,1,74,203,6,197
54,38,3,3,0,5,4,1
55,38,22,8,14,58,40,18
56,38,21,18,3,71,67,4
57,38,18,12,6,75,63,12
58,38,416,416,0,781,635,146
59,38,128,70,58,323,199,124
60,38,103,28,75,414,168,246
61,38,17,10,7,50,28,22
62,38,24,13,11,140,106,34
1,39,12,11,1,29,28,1
2,39,1209,1171,38,3255,3186,69
3,39,2501,2293,208,7048,6649,399
4,39,346,291,55,911,829,82
5,39,539,462,77,1399,1284,115
6,39,1325,1203,122,4161,3441,720
7,39,1973,1704,269,5235,4542,693
8,39,705,590,115,2264,1721,543
9,39,258,202,56,921,688,233
10,39,484,469,15,1258,1212,46
11,39,164,150,14,414,383,31
12,39,380,361,19,986,941,45
13,39,158,146,12,384,353,31
14,39,476,424,52,1572,1441,131
15,39,586,576,10,1492,1466,26
16,39,643,623,20,1625,1586,39
17,39,346,336,10,923,895,28
18,39,115,95,20,336,306,30
19,39,69,66,3,180,174,6
20,39,430,398,32,1360,1294,66
21,39,101,101,0,143,134,9
22,39,29,29,0,88,88,0
24,39,224,210,14,760,727,33
25,39,570,570,0,1286,1257,29
26,39,3,3,0,6,5,1
27,39,4,2,2,8,5,3
28,39,10,10,0,25,19,6
29,39,4,2,2,11,9,2
30,39,7,6,1,16,14,2
31,39,803,803,0,2781,2292,489
32,39,696,451,245,2363,1997,366
33,39,328,282,46,1322,1206,116
34,39,7,7,0,18,18,0
35,39,1178,1106,72,3494,3335,159
36,39,1267,1241,26,3360,3304,56
37,39,10,4,6,28,19,9
38,39,13,11,2,25,23,2
39,39,665,602,63,1316,1216,100
40,39,264,124,140,738,440,298
41,39,102,100,2,412,406,6
42,39,110,78,32,413,319,94
43,39,49,45,4,63,56,7
44,39,205,191,14,728,697,31
45,39,8,8,0,20,20,0
46,39,5,4,1,13,11,2
47,39,2,0,2,6,1,5
48,39,2072,2072,0,5257,4750,507
49,39,1313,1170,143,4856,4415,441
50,39,132,126,6,338,319,19
51,39,31,24,7,60,45,15
53,39,65,3,62,196,7,189
54,39,3,2,1,9,6,3
55,39,22,14,8,73,57,16
56,39,27,21,6,80,70,10
57,39,10,10,0,78,75,3
58,39,580,580,0,1032,851,181
59,39,148,79,69,372,215,157
60,39,172,47,125,594,247,347
61,39,17,6,11,66,37,29
62,39,29,15,14,221,170,51
1,40,11,10,1,18,16,2
2,40,644,627,17,1756,1732,24
3,40,1864,1663,201,5091,4744,347
4,40,166,142,24,465,428,37
5,40,241,213,28,633,586,47
6,40,735,640,95,2278,1846,432
7,40,1107,938,169,2981,2560,421
8,40,383,319,64,1239,948,291
9,40,169,136,33,536,408,128
10,40,241,233,8,601,580,21
11,40,77,74,3,187,175,12
12,40,177,162,15,445,416,29
13,40,105,100,5,221,207,14
14,40,229,199,30,773,690,83
15,40,303,301,2,754,740,14
16,40,330,316,14,804,778,26
17,40,175,171,4,463,447,16
18,40,72,69,3,242,237,5
19,40,36,35,1,99,96,3
20,40,293,265,28,870,817,53
21,40,55,55,0,80,77,3
22,40,13,13,0,38,37,1
24,40,126,121,5,406,393,13
25,40,292,292,0,635,612,23
28,40,13,13,0,29,22,7
29,40,3,2,1,8,6,2
30,40,3,2,1,8,7,1
31,40,389,389,0,1383,1100,283
32,40,386,235,151,1226,985,241
33,40,191,164,27,728,651,77
34,40,3,3,0,6,6,0
35,40,657,614,43,1962,1867,95
36,40,644,623,21,1816,1772,44
38,40,8,8,0,30,29,1
39,40,387,333,54,814,732,82
40,40,156,74,82,474,278,196
41,40,58,58,0,225,223,2
42,40,31,17,14,167,127,40
43,40,22,20,2,34,29,5
44,40,219,208,11,677,658,19
45,40,7,7,0,15,15,0
47,40,3,1,2,8,4,4
48,40,1208,1208,0,2873,2606,267
49,40,806,731,75,2690,2462,228
50,40,63,60,3,151,142,9
51,40,7,5,2,32,21,11
53,40,35,2,33,83,5,78
54,40,2,2,0,4,3,1
55,40,11,5,6,23,17,6
56,40,18,15,3,60,46,14
57,40,6,6,0,41,39,2
58,40,316,316,0,550,450,100
59,40,78,36,42,194,110,84
60,40,93,30,63,334,146,188
61,40,4,1,3,26,11,15
62,40,9,7,2,85,68,17
1,41,9,4,5,17,12,5
2,41,304,298,6,873,860,13
3,41,554,502,52,1643,1547,96
4,41,68,51,17,192,168,24
5,41,106,92,14,270,250,20
6,41,361,302,59,1440,1046,394
7,41,606,466,140,1634,1266,368
8,41,226,178,48,865,607,258
9,41,94,77,17,367,231,136
10,41,84,82,2,228,213,15
11,41,25,24,1,71,63,8
12,41,60,58,2,168,160,8
13,41,27,24,3,74,68,6
14,41,79,71,8,283,263,20
15,41,105,101,4,294,280,14
16,41,111,109,2,319,313,6
17,41,67,65,2,185,181,4
18,41,39,38,1,125,120,5
19,41,26,25,1,59,57,2
20,41,126,116,10,363,340,23
21,41,25,25,0,43,42,1
22,41,2,2,0,9,9,0
24,41,14,14,0,57,56,1
25,41,31,31,0,99,92,7
31,41,100,100,0,439,352,87
32,41,111,72,39,370,311,59
33,41,32,28,4,152,139,13
35,41,183,169,14,633,603,30
36,41,193,187,6,563,552,11
38,41,4,4,0,10,10,0
39,41,67,58,9,174,153,21
40,41,26,10,16,89,48,41
41,41,24,22,2,86,83,3
42,41,20,13,7,85,59,26
43,41,13,13,0,17,15,2
44,41,15,14,1,47,46,1
48,41,622,622,0,1763,1586,177
49,41,440,393,47,1613,1462,151
50,41,32,28,4,83,75,8
51,41,5,4,1,14,13,1
53,41,13,0,13,35,3,32
54,41,3,2,1,3,2,1
55,41,8,5,3,17,12,5
56,41,4,2,2,12,9,3
57,41,2,2,0,20,19,1
58,41,114,114,0,205,174,31
59,41,15,10,5,58,37,21
60,41,21,5,16,98,43,55
61,41,2,1,1,4,3,1
62,41,8,6,2,56,47,9
1,42,14,13,1,23,20,3
2,42,702,692,10,1815,1796,19
3,42,1138,1018,120,3428,3183,245
4,42,175,146,29,473,426,47
5,42,236,199,37,617,564,53
6,42,799,689,110,2716,2083,633
7,42,1203,1011,192,3281,2695,586
8,42,450,373,77,1660,1195,465
9,42,169,141,28,694,495,199
10,42,188,184,4,533,508,25
11,42,67,64,3,160,146,14
12,42,154,148,6,441,417,24
13,42,68,57,11,156,135,21
14,42,219,194,25,684,629,55
15,42,246,240,6,624,612,12
16,42,268,256,12,704,684,20
17,42,122,119,3,379,367,12
18,42,61,52,9,182,168,14
19,42,36,33,3,113,107,6
20,42,214,193,21,665,618,47
21,42,57,57,0,91,82,9
22,42,12,11,1,26,25,1
24,42,52,51,1,174,171,3
25,42,126,126,0,286,279,7
27,42,5,5,0,9,9,0
28,42,8,8,0,26,15,11
29,42,3,3,0,5,5,0
30,42,4,3,1,14,13,1
31,42,245,245,0,985,799,186
32,42,240,164,76,822,709,113
33,42,67,59,8,369,334,35
34,42,2,1,1,6,5,1
35,42,492,460,32,1565,1497,68
36,42,524,518,6,1441,1423,18
37,42,3,1,2,9,5,4
38,42,3,3,0,15,15,0
39,42,173,155,18,367,334,33
40,42,51,24,27,190,121,69
41,42,43,43,0,187,187,0
42,42,32,17,15,183,150,33
43,42,18,16,2,24,22,2
44,42,17,17,0,57,55,2
47,42,2,1,1,4,2,2
48,42,1382,1382,0,3791,3412,379
49,42,950,852,98,3504,3148,356
50,42,105,100,5,261,244,17
51,42,8,7,1,14,13,1
53,42,46,1,45,137,4,133
55,42,7,3,4,14,8,6
57,42,8,8,0,44,41,3
58,42,236,236,0,425,340,85
59,42,50,24,26,150,81,69
60,42,49,8,41,218,83,135
61,42,2,0,2,16,10,6
62,42,14,9,5,99,79,20
1,43,13,11,2,25,23,2
2,43,1145,1104,41,3019,2954,65
3,43,2056,1866,190,5830,5479,351
4,43,290,257,33,727,673,54
5,43,510,437,73,1195,1097,98
6,43,1264,1119,145,4259,3351,908
7,43,2014,1719,295,5350,4503,847
8,43,750,628,122,2498,1857,641
9,43,280,223,57,1027,751,276
10,43,381,372,9,986,959,27
11,43,122,115,7,286,267,19
12,43,287,269,18,779,746,33
13,43,128,125,3,327,320,7
14,43,403,353,50,1255,1139,116
15,43,469,451,18,1241,1211,30
16,43,507,486,21,1259,1222,37
17,43,296,278,18,725,694,31
18,43,108,102,6,343,332,11
19,43,61,58,3,188,185,3
20,43,372,341,31,1183,1123,60
21,43,109,109,0,150,139,11
22,43,20,19,1,46,45,1
24,43,87,87,0,336,326,10
25,43,229,229,0,528,513,15
27,43,4,4,0,12,10,2
28,43,14,14,0,28,25,3
30,43,3,3,0,9,8,1
31,43,487,487,0,1728,1451,277
32,43,425,291,134,1484,1295,189
33,43,207,179,28,774,690,84
34,43,10,8,2,27,23,4
35,43,968,893,75,3096,2927,169
36,43,998,982,16,2914,2853,61
37,43,10,4,6,24,18,6
38,43,13,11,2,41,39,2
39,43,370,332,38,741,681,60
40,43,122,62,60,394,261,133
41,43,56,54,2,216,211,5
42,43,58,36,22,285,215,70
43,43,39,37,2,53,49,4
44,43,50,43,7,193,179,14
45,43,2,2,0,5,5,0
46,43,4,2,2,8,6,2
47,43,2,0,2,13,5,8
48,43,2427,2427,0,5829,5346,483
49,43,1519,1351,168,5358,4846,512
50,43,117,114,3,294,279,15
51,43,18,13,5,46,34,12
53,43,49,1,48,149,9,140
54,43,2,1,1,2,1,1
55,43,18,10,8,32,21,11
56,43,8,6,2,29,27,2
57,43,7,7,0,40,38,2
58,43,456,456,0,800,675,125
59,43,127,71,56,326,180,146
60,43,120,32,88,446,186,260
61,43,8,3,5,31,12,19
62,43,40,27,13,246,185,61
1,44,6,5,1,14,12,2
2,44,743,716,27,1910,1872,38
3,44,1481,1367,114,4186,3962,224
4,44,237,208,29,567,519,48
5,44,249,208,41,604,546,58
6,44,781,689,92,2531,2009,522
7,44,1137,980,157,3078,2621,457
8,44,420,351,69,1451,1069,382
9,44,168,135,33,603,439,164
10,44,237,225,12,648,620,28
11,44,69,67,2,193,186,7
12,44,211,202,9,517,493,24
13,44,89,83,6,228,216,12
14,44,285,239,46,927,830,97
15,44,300,290,10,819,801,18
16,44,359,344,15,897,877,20
17,44,161,153,8,477,455,22
18,44,67,60,7,214,202,12
19,44,44,44,0,131,131,0
20,44,237,217,20,874,834,40
21,44,27,27,0,54,50,4
22,44,11,11,0,19,19,0
24,44,63,60,3,235,228,7
25,44,157,157,0,392,385,7
28,44,6,6,0,14,10,4
29,44,4,4,0,7,7,0
31,44,347,347,0,1312,1109,203
32,44,317,228,89,1104,967,137
33,44,144,126,18,643,576,67
34,44,5,5,0,20,19,1
35,44,676,617,59,2031,1921,110
36,44,662,641,21,1915,1871,44
37,44,3,2,1,7,5,2
38,44,9,8,1,21,20,1
39,44,211,183,28,414,371,43
40,44,79,46,33,255,177,78
41,44,62,60,2,221,216,5
42,44,63,33,30,250,189,61
43,44,23,20,3,32,28,4
44,44,49,43,6,137,127,10
46,44,4,2,2,9,6,3
47,44,2,1,1,6,3,3
48,44,1370,1370,0,3248,2971,277
49,44,856,763,93,3002,2745,257
50,44,73,69,4,174,164,10
51,44,3,3,0,9,8,1
53,44,28,1,27,96,6,90
55,44,4,3,1,13,9,4
56,44,6,5,1,12,11,1
57,44,4,4,0,25,25,0
58,44,351,351,0,626,515,111
59,44,78,46,32,231,145,86
60,44,92,21,71,349,136,213
62,44,26,14,12,133,96,37
1,45,6,4,2,11,9,2
2,45,307,291,16,833,811,22
3,45,596,542,54,1843,1754,89
4,45,90,81,9,216,205,11
5,45,104,88,16,284,257,27
6,45,329,275,54,1334,986,348
7,45,576,467,109,1651,1343,308
8,45,203,171,32,799,567,232
9,45,74,59,15,326,227,99
10,45,94,89,5,299,291,8
11,45,30,30,0,98,93,5
12,45,61,58,3,225,218,7
13,45,37,33,4,85,80,5
14,45,113,101,12,354,324,30
15,45,143,139,4,375,366,9
16,45,125,121,4,349,343,6
17,45,58,56,2,195,189,6
18,45,22,22,0,73,73,0
19,45,17,17,0,45,44,1
20,45,108,97,11,348,332,16
21,45,31,31,0,49,47,2
22,45,4,4,0,8,8,0
23,45,2,2,0,3,3,0
24,45,24,22,2,102,100,2
25,45,79,79,0,172,168,4
26,45,2,1,1,2,1,1
28,45,4,4,0,11,7,4
30,45,3,1,2,6,3,3
31,45,156,156,0,593,480,113
32,45,154,109,45,508,434,74
33,45,52,41,11,261,226,35
35,45,322,293,29,1147,1066,81
36,45,291,281,10,961,936,25
38,45,5,4,1,10,9,1
39,45,109,103,6,226,209,17
40,45,31,15,16,113,76,37
41,45,31,31,0,133,133,0
42,45,23,17,6,122,96,26
43,45,13,12,1,21,20,1
44,45,18,18,0,62,59,3
48,45,569,569,0,1616,1476,140
49,45,379,339,40,1457,1337,120
50,45,39,37,2,104,96,8
51,45,5,5,0,16,12,4
53,45,18,0,18,56,3,53
55,45,3,0,3,5,2,3
57,45,2,1,1,7,6,1
58,45,146,146,0,300,244,56
59,45,39,19,20,108,54,54
60,45,37,12,25,157,52,105
61,45,2,1,1,12,7,5
62,45,16,8,8,77,52,25
1,46,8,6,2,16,13,3
2,46,626,593,33,1697,1643,54
3,46,937,853,84,2835,2696,139
4,46,170,131,39,431,381,50
5,46,201,164,37,504,447,57
6,46,672,597,75,2360,1859,501
7,46,1072,931,141,3002,2566,436
8,46,348,298,50,1323,986,337
9,46,161,139,22,554,395,159
10,46,203,201,2,546,530,16
11,46,74,69,5,206,189,17
12,46,134,123,11,386,353,33
13,46,70,66,4,178,172,6
14,46,153,135,18,612,564,48
15,46,210,205,5,597,589,8
16,46,227,218,9,619,603,16
17,46,119,114,5,340,326,14
18,46,43,34,9,144,128,16
19,46,40,36,4,110,103,7
20,46,183,171,12,628,592,36
21,46,48,48,0,82,72,10
22,46,9,9,0,19,19,0
24,46,42,39,3,158,152,6
25,46,95,95,0,275,264,11
28,46,6,6,0,18,11,7
29,46,2,2,0,6,6,0
30,46,2,2,0,4,4,0
31,46,322,322,0,1207,1016,191
32,46,318,217,101,1051,889,162
33,46,138,121,17,610,553,57
34,46,4,4,0,10,10,0
35,46,539,499,40,1944,1834,110
36,46,583,568,15,1881,1829,52
37,46,2,0,2,7,3,4
38,46,4,2,2,11,9,2
39,46,224,205,19,452,421,31
40,46,74,37,37,265,170,95
41,46,54,54,0,211,209,2
42,46,49,35,14,229,183,46
43,46,19,16,3,31,25,6
44,46,48,42,6,158,147,11
45,46,3,3,0,7,7,0
47,46,3,3,0,3,3,0
48,46,1199,1199,0,3153,2854,299
49,46,736,663,73,2845,2577,268
50,46,76,71,5,199,189,10
51,46,4,4,0,10,10,0
53,46,35,0,35,93,5,88
56,46,8,6,2,29,26,3
57,46,10,8,2,29,26,3
58,46,239,239,0,415,344,71
59,46,68,38,30,163,99,64
60,46,62,22,40,210,97,113
61,46,4,2,2,13,8,5
62,46,23,17,6,123,90,33
